category,count
Dim Sum Dessert (available before 3pm),5
Chinese Starter Selections,5
Chinese Entrees Selections,5
Fried Rice Selections,5
Alacate,5
Childrens Plate,5
Health Conscious,5
Rice Stone Pot 煲仔飯,5
Fried Rice and Soft Noodles,5
煲仔類 Clay Pots,5
Lite Dishes,5
Low Calorie,5
Sushi Combination,5
Rice Dishes and Fried Rice,5
Hot Starter,5
Teriyaki and Chinese Combo Meals,5
Sushi Combos,5
Bento Boxes (Prawn PANKO instead of Tempura),5
Pan-Fried Udon Noodle,5
Safe for the Family,5
Taiwanese 台灣小吃,5
"Rice, Noodles &amp; Oodles!!!",5
Handmade Fruit (鮮果の手作),5
Mai Fun (Thin Noodles),5
Fruit Tea Beverage,5
Chicken (Spicy Cuisine),5
Uramaki,5
Chicken (鸡肉),5
Don,5
Cold Dishes 冷,5
Life and Healthy,5
Deluxe Combination,5
Salad &amp; dessert ,5
Chaat Items,5
Combination Dinner Mains,5
Desi Chai,5
Soft Noodle Chow Mein,5
Vegetable 新鲜蔬菜,5
Subs (Cold),5
Deep Fried Appetizers,5
Phat Thai,5
Salvadorian Food (Comida Salvadoreña),5
Sozhou Special,5
BBQ (烧腊),5
Banh Mi,5
Side Orders ,5
Diet Dishes (All Steamed),5
Egg Foo Young (3 Patty),5
Lo Mein with White Noodles,5
Sizzling Hot Plates 鐵板類,5
Chow Mein(with crispy noodle) and Chop Suey(with white rice),5
Sandwiches (Banh Mi),5
A Rice Against Time,5
Fried Rice or Chow Mein,5
a little hangry (Appetizers &amp; Sides),5
Lo Mein &amp; Noodle,5
"Noodles, Salads, Sides",5
Goat Curry,5
Appetizers 小吃,5
Fish Specials,5
Sub Gum or Cashew,5
Beef A La Carte,5
Shrimp A La Carte,5
Egg Foo Young Dishes,5
Lobby Customers,5
Seafood Specialties,5
Vegetable Delight Specialties,5
Shanghai Pastries and Appetizers,5
Appetizer Specials,5
Lomein,5
Spicy Sichuan Pepercorn,5
Dry Braised,5
Single-use Items,5
Bibimbap,5
Children and Seniors,5
Fu Belly Vegetable Combos,5
Tempura Maki (Deep Fried Roll),5
Barbecued,5
Future Warrior's Meal (Kid's Meal),5
Over White Rice,5
Main 主食,5
Sizzling Plate (come w white rice No Substitution),5
Seafood &amp; Vegetable Entrées,5
On the Side,5
Pork and Beef 猪肉及牛肉,5
Seafood and Fish 海鲜鱼类,5
Noodle 粉面,5
Weight Watchers Mains,5
Lunch - Vegetables,5
Cantonese Chow Mein Noodle,5
War Mein or Low Mein Noodle,5
Chop Suey (雜碎),5
Noodle Dishes (Chow Mein Fun),5
Light Choices,5
Beverges,5
Crispy Chop Mein,5
Egg and Clear Noodle Soup,5
Side and Soups,5
Soup ( To-go 32 Oz),5
House made Noodles ,5
Traditional Soup,5
Croissants,5
Pork (Come with Steam Rice),5
OL Bottle Wine,5
Moo Shi Style,5
Healthy Foods,5
Lunch - Pork,5
Frozen Bao and Dumplings,5
Mo Shu Dishes,5
Desserts &amp; Beverages ,5
Soft Noodles (Lo Mein) and Mei Fun,5
Sushi Lunch Combo,5
YAKISOBA,5
Yaki Udon (Pan Fried),5
BBQ Meat,5
Old Fashions,5
Moo Shu (Come with Steam Rice),5
Rice Noodles (Mai Fun),5
Stir-fried Noodles (Yakisoba/Yaki Udon),5
Lunch Sushi &amp; Sashimi Combos,5
Vietnamese Rice Platters,5
Fried Rice and Noolde,5
Lunch - Egg Foo Young,5
Special Cooking Style,5
Sushi Donuts,5
Chop Suey (Chow Mein),5
Sweet and Sour Style,5
House Appetizers,5
Moo Shi Dishes,5
Egg Foo Young (Omelette),5
Soup (Lunch),5
Lunch Stir-Fried Noodles (Yakisoba/Yaki Udon),5
Lunch Hot Noodles,5
Noodle Stir Fry,4
Tossed Noodles (Lo Mein),4
Lunch - Sweet &amp; Sour,4
Golden Delight(Egg Yolk Marinated)咸蛋黄金沙系列,4
Chow Suey,4
Chicken Entrées,4
Noodle (面条）,4
Little Wok'rs,4
Hot Deals / Family Meals,4
Candles ,4
Yu Shiang Dishes,4
Soupy Noodles,4
Additional Sides ,4
Juice,4
Crunch Rolls,4
Yakisoba (Japanese),4
Japanese Entrées ,4
Cambodian Food,4
Children's Plate,4
Vietnamese Small Bites,4
Mongolian,4
Lamb (Halal Lamb),4
Sushi Rolls &amp; Salad,4
Sweet and Sour ,4
🍃茶居易| Like Tea,4
Dinner (For Two),4
Boiled Dumplings 手工水饺,4
Dessert ,4
Steamed Entrees (蜀一蒸功夫),4
 Family Style Meals,4
Yogurt Drink,4
Rice/Noodles/Breads,4
Live Fish  (活鱼） serve with steam rice,4
Take Out Meals,4
Signature Bao Buns,4
Health Food Section ( w. Rice &amp; Brown Sauce on the side.),4
Dish Trays,4
Singapore Rice Nooldes,4
Add On Sides,4
Genuine Thai Curry Emperor,4
Curry Lo Mein ,4
Steamed Dumplings 蒸饺,4
Pan-Fried Dumplings 煎饺,4
REGULAR SUSHI ROLL(RAW),4
Gluten Free Section,4
Crispy Fried Seafood,4
Noodles 16 oz Bowl,4
Riceless Rolls,4
Beverage 飲料 ,4
Beef Specialties,4
Dessert - M,4
Bento Box 便当,4
Fungi,4
Cold Side Dish,4
Classic Tea 经典茶品,4
Dinner Pad Thai,4
MISCELLANEOUS,4
Tao Phen,4
Chow Main,4
COMBINATIONS,4
Crunchy Roll,4
Pho/Ramen Noodle Soup,4
Ramen Noodle Bowl,4
Chow Mein (Crispy Noodle),4
Sides 配菜,4
Northern Pot 煲類,4
RICE &amp; NOODLES,4
Various Hand Made Noodle 手拉麵,4
Entree and Pasta,4
Build a Meal,4
Beef Clay Pot Rice 牛肉煲仔饭,4
Salad and Soup,4
Dinner Scallops,4
Cold Dish (冷盘凉菜),4
French Fries Combos,4
Kuen Style Ramen 特色拉面,4
Chef's Special / Especial del Chef,4
Dessert (甜点）And Side Order(配菜）,4
Mini Hot Pots,4
Salty Cream Tea,4
Szechuan Dry Hot Pot,4
Fried Seafood Platter,4
Spicy Garlic Sauce,4
Diet Lovers,4
What A Beef of Work Is Man,4
Chick or Treat,4
Souper Duper,4
Moo Shu Style ,4
Sauce Jars,4
House Sizzling,4
Organic Fresh Milk Tea 有机鲜奶茶,4
Hosomaki,4
Shrimp (Spicy Cuisine),4
Chef Specialty Soups,4
"Wonton, Pot Stickers, Spring Roll",4
Childrens Mains,4
Lo Mein - Noodle,4
(New)Asian Corner亚洲美食,4
Over Rice Meals,4
Soup and Cold Plate 湯及冷盤,4
Children Dish,4
Sea Salt Cheese Foam,4
Beef‏ (Cuisine)‏,4
Sweet and Sour 酸甜,4
湯類 Soups,4
豬肉類 Pork,4
Premium Porridge (精品撈糊),4
Handmade Fruit Tea (手作水果茶),4
Japanese Two Entree Dishes,4
Sides and Sauces,4
Special Menu,4
Chef’s Gourmet Dinner,4
Diet Treasures (Served with Steamed Rice),4
Cold Appetizers ,4
Salad Corner 沙拉类,4
Fried Rice &amp; Lo Mein,4
Lunch Sets,4
Chow Mein Or Chop Suey 炒面或杂碎,4
Ocean Catch,4
Juice ,4
Fried Chicken Dinner Pieces,4
Buffalo Chicken Wings Specials,4
Vegetable Dish ,4
Deluxe Family Style Dinner,4
Macchiato,4
Fried Chicken Combo,4
Signature Fried Chicken,4
Kid's Plate,4
So Tasty Combo,4
Low Calorie Health,4
Gth Chef Specials,4
Steamed Bao (Bun),4
Fried Rice and Chow Mein 炒饭和炒面 ,4
Chow Mein Thai Style - 泰式炒麵,4
Weight Watchers Combo,4
Family Dinners (家庭套餐),4
Street Food Snacks 四川小吃,4
BBQ Duck and Chicken (福臨門四寶),4
"Ramen, Udon, and Soup",4
Steaks,4
Ribs,4
Classic Small Dish,4
Steamed Bun,4
Cold Noodle 凉面,4
Egg Foo Yong 芙蓉蛋,4
Favorites (served with fries),4
Cocktails and Salads,4
Sides Orders,4
Vietnamese Soups,4
Beverage Selections,4
House Special Dinner,4
Chicken BBQ,4
Sweet Buns,4
Roll Special,4
Vegetable Entree,4
Hot Spicy Sauce,4
Healthy Food (Chinese),4
Stir Fries,4
House Soy Sauce,4
Kung Pao Style,4
Pickled Pepper Style,4
Vermicelli Tray,4
Chinese Menu - Kid's Menu,4
Vietnamese Cuisine - Pho-Vietnamese Noodle Soup,4
Sides/Sauce,4
Cajun Seafood Combo,4
Healthy &amp; Diet Dishes,4
Child's Menu,4
Vegetables/Tofu,4
Sushi ,4
Child Plates,4
Japanese Ramen Noodle Soup,4
Seafood Dinner 海鮮晚餐,4
Teriyaki Plate,4
House-made Frozen Dumplings - To Go 冷冻手工水饺 - 外带,4
Deluxe Bento,4
Boba drink,4
Special Family Dinners,4
Special Family Meal,4
House Dumplings and Noodle Soup,4
Hand roll,4
Moo Shu Dish,4
Sushi Appetizer ,4
Healthy Options (水煮),4
Merch,4
Drinks (Bebidas),4
Chef Specialties 大厨特色,4
Signatures,4
Side and Exta,4
Other Entrees,4
Chow Fun or Mei Fun (炒河粉 or 米粉) -- Rice Noodles,4
Salt &amp; Pepper,4
Daily Combination Special Dinner,4
Dan Dan Noodles (担担面),4
Fajita Bowls,4
Signature Dish,4
cup of sauce,4
Beef BBQ,4
Apple Specials,4
Lamb BBQ,4
Signature (Mojito) 莫西多,4
Go Green for Pork Flavor,4
First Taste,4
Rice/Noodle 主食,4
WINGS,4
Lunch Menu / Vegetarian,4
Ice Cream Sundaes,4
Real Fruit Smoothies,4
Chicken Wing,4
N4. Spicy Soup,4
Ramen Real Tokyo Style,4
Happy Hour Apps,4
N2. Tomato Soup,4
Daily Combination Special Lunch,4
By The Wing,4
Children's Plates (A La Carte),4
Healthy Option,4
Japanese Specialities,4
Thai &amp; Singapore Specialities,4
Chef Specialities (Japanese),4
Popular Frozen Beverages,4
Shrimp and Combo Platter,4
The Dieter's Gourmet,4
Chau's Ramen,4
Shareable Sides,4
Triple Delight  Dinner Special,4
Vegetarian  Dinner Special ,4
VEGETABLES,4
Iron Platter,4
Children Dishes,4
Wing Plates,4
Diet Lovers Entrees,4
Udon Noodle,4
Taco Salad,4
Fat Soups,4
Dim Sum (Cheung Fun),4
Hot spicy pho Special,4
Triple Delight,4
Takara House Specialties,4
Dim Sum (Pan Fried),4
Ja-jang Sauce (짜장소스),4
Thin Rice Noddle (Mei Fun),4
Teriyaki Combo ,4
Entree-Fried Rice,4
New Release,4
Burger Combos,4
A La Carte (Pork),4
House Special ,4
Speciality Dishes 葷菜類,4
Something Fried,4
Steamed Rice Platter - Kids Meal,4
Health Watcher's Special,4
Vermicelli Bowl - Kids Meal,4
Kids's Menu,4
"Udon
",4
Vegetable dish with White Rice(large),4
Rice Bowls 盖饭,4
Moo Shu Dishes ,4
Japanese Bento Box Combination,4
Thai Noodle Soup Specials,4
Traditional Sweet and Sour,4
Hot Pot to Go (火锅外卖),4
Side Order with Seafood,4
Summer Rolls  (2 pcs),4
Papa Fries,4
Low Fat Menu,4
Chow Mein Noodles,4
Rice and Noodle ,4
Pork (w. White Rice),4
Desserts (甜蜜蜜),4
Saturday &amp; Sunday:  Veg Dosa,4
Nachos,4
Lunch Special / Special,4
Taco Bowl,4
Dinner Combination Plates / Special,4
Shawarma,4
Sliced Noodles,4
Milk Tea / Tra Sua,4
Chicken Wing Special 鸡翅套餐,4
Chow Foon / Chow Mei Fun,4
Pork (Quart),4
The Yakisoba Bar,4
Famous Fried Rice,4
Clay Pot Rice (煲仔飯 ),4
Rice Rolls (即拉腸粉 ),4
Soup Bar,4
Signature Mocktails,4
Pad Sew,4
Authentic Chinese Stir Fry Chicken,4
Carbs,4
Dinner Special Combination Plate,4
Bean Curd 豆腐類 (Tofu),4
À La Carte Dinners - Pork,4
À La Carte Dinners - Teriyaki,4
Vegetable Stir &amp; Fry,4
Chow Mien Noodles,4
SPECIALS,4
Pad Thai Rice Noodle,4
Kids Combo,4
Family Chinese Combo,4
Egg Fu Young (tortilla de Huevos),4
Family Plates,4
Noodle &amp; Rice Bowls,4
Coconut Jelly Served in the Whole Coconut (整只椰子冻),4
Fresh Coconut Water (鲜椰水系列),4
Meat Lover Appetizer 荤食类前菜,4
Rice &amp; Noodles ,4
Bibim-Bap (Bowl),4
Vietnamese - Rice Dishes,4
Black Bean Sauce 豉椒,4
Bowl ,4
Special Stir Fried Noodles,4
Burgers &amp; Sandwiches,4
Family Dinner Menu,4
Cold Noodles 凉面,4
Specialties 特色,4
Beijing Roast Duck,4
Vegetales,4
Spicy Crab,4
Bento Box Lunch,4
Sushi Bar Lunch,4
Sushi and Sashimi Entress,4
Mei Foon,4
特价豪华套餐 Luxury Combo,4
Beef/Lamb Hunan Cuisine 牛肉/羊肉类,4
Seafood Hunan Cuisine 海鲜类,4
Chinese Delicacies 小吃系列,4
Medium Rolls (Rice Outside) (Sushi Menu),4
Lomein / Rice,4
Curry Dishes,4
House Special Curry Dish,4
Ice Creams,4
Entree Noodle Soup,4
Fried Rice Dinner,4
Chinese ,4
Fried Mai Fun 炒米粉,4
Chicken Mix,4
hand-pulled flat noodles/扯面,4
A La Carte Sweet &amp; Sour,4
A La Carte Entree Chicken,4
Pork (Heo),4
Vegetables (Cai),4
Beverages (Cac loai nuoc),4
Sushi To Go,4
Cantonese Style Poultry,4
Family Dinner Special,4
Extra Side Items,4
Crawfish,4
MEI FUN,4
LO MEIN,4
Frog,4
Healthy Eatings,4
Salsa de la casa ,4
Ofertas familiares,4
"Combinaciones con cerdo (Arroz chino , papas fritas y carne .)",4
Seafood Menu,4
Superfood Smoothies,4
Kid's Sushi Menu,4
Korean Fried Chicken Wings,4
Sweet and  Sour,4
Over Rice 盖饭,4
Rice Noodle/Flat Noodle 米粉/河粉,4
Barbecue 叉烧,4
Broccoli Dish,4
Hong Kong Style,4
Ultimate Healthy Watchers Specials,4
Popular Pair,4
Fresh Juice,4
Single Combo,4
Griddle Cooked Dish (干锅系列),4
Fusion Tea,4
Shrimp  ,4
Momo,4
Chef's Specialties Style,4
"Lo Mein, Fried Rice, Chow Mein, &amp; Egg Foo Young",4
Desserts Specials,4
Tempura Sushi Roll,4
No Utensils,4
Spicy Noodle Soups,4
Rice &amp; Noodles ￼,4
All Day Menu / Noodle Soup,4
Vegetarian Fried Rice,4
House Special 特色小吃,4
Vegetables (w/ White Rice),4
Healthy &amp; Diet Cuisine,4
"Create your Own Plate (Our Food May Contain Peanut,Dairy,Egg or Shellfish Products)",4
Hot Soups,4
Teriyaki Grilled Plates,4
Vegetable and Dieters Choice,4
Xiao Long Bao (Soup Dumplings),4
Street Taco Platter,4
Seasonal Soup Base/ 当季推荐锅底,4
Non-Spicy Soup Base/ 可以喝的养生汤锅,4
Beverages &amp; Dessert,4
Drinks And Desserts,4
Personal Hot Pot/ 一手小火锅,4
Egg &amp; Egg Foo Young ,4
Flat Noodle,4
Noodles and  Rice,4
Chow Mein with Crispy Noodles,4
Chinese Dinner Pork,4
Side Order/Beverages,4
"Special Combinations
",4
Premium Hot Tea,4
Chinese Dinner Noodles,4
Dry Noodle 乾麵,4
Rice and Noodle (主食类),4
Side Order 其他,4
Lamb Dishes‎,4
Street Tacos,4
Stir Rice Noodle,4
Desserts&amp;Beverages,4
Dumpling 鍋貼水餃,4
Soups (Sopas),4
"All Beef, Only Beef",4
Chinese Pad Thai,4
Chef Chicken Specials,4
Vegetarian Fish,4
Dim Sum - Wonton,4
Secret Menu,4
Rice and Noodle 主食类,4
Vegetables Entree,4
Beverage (飲料),4
Fruity Cheesy Milk Top,4
Premium Porridge 精品撈糊,4
Luwei,4
Mik Foam Tea,4
Sakura Special Pot,4
Kid's Menu 儿童菜单,4
Chow Fen (Drunken Noodles similar.) 河粉,4
Chow mein or chow foon ,4
House Special Slushes,4
Dessert 甜点 (L).,4
Catering Packages,4
 Handmade Fruit Tea 手作水果茶,4
Handmade Noodle,4
Chinese Pancake,4
American &amp; Chinese Special,4
Indo Chinese - Appetizer,4
Childs Soft Drink (Japanese),4
Coffee and Tea,4
VIP Dishes 宴宾菜,4
Vegetable and Bean Curd ,4
Creama,4
Shaved Ice,4
Sweet Desserts,4
NEW 新品推荐,4
Mushroom 菌类,4
Drinks 汽水,4
Cold Dish （凉菜）,4
Pork 猪类,4
Fried Noodle 炒麵,4
Hand-Made Pulled Noodles （西安传统手工扯面）,4
Rice Noodle 炒米粉,4
Family Dinners Special,4
Foo Yung,4
Diet Options,4
Noodle Or Fried Rice,4
Diet Dishes (With Steamed Rice),4
Pan-Fried Noodle 两面黄,4
Other Items,4
Live Seafood,4
VIP Dishes,4
Loo Mein,4
Soft Noodle or Rice Noodle Soup,4
Egg foo Young / Chow Mein,4
 Rice Noodle,4
Beef Snobs,4
Juice Drink,4
Boxed BBQ with Rice,4
Fried Rice and Noodles Dinner Combo,4
BING,3
Vietnamese Bun Tray,3
Hometown Style Noodle （西安特色面食）,3
Toasted Bun （肉夹馍）,3
Bowl Sizes Information:,3
All Day Menu - Sweet &amp; Sour,3
Plain white Rice (PT),3
Soups Snob,3
A la Carte Signature Plates,3
Meat combos special,3
Family Dinner for Two,3
Fried Items,3
Street Food Combo (Asian Style),3
Sandwiches and Wraps,3
Sweet and Sour 甜酸类,3
To Go Buffet,3
White Sauce,3
Shoyu Ramen,3
Tonkotsu Ramen,3
"Hot, Delightful, and Appetizing",3
Chinese Flat Rice Noodle,3
Soup Base 汤底,3
Bao Bun,3
Koji Special,3
Haidilao Dry Pot,3
Special Platters,3
Kou Wan 扣碗,3
Our Most Famous Duck,3
Wings (Whole Wing),3
FRIED RICE &amp; NOODLES,3
Sweet and sour,3
Flat Rice Noodles (河粉Ho Fun),3
Pan-Fried Bao 煎包,3
Bowl (Donburi),3
House Ramen,3
Sparkling Wine,3
Veggie Lovers,3
Main Entree,3
Hot Flavored Tea 特制热调味茶,3
Soup &amp; Broth,3
Traditional Dessert,3
Salt &amp; Pepper (盐和胡椒).    Served with fried rice or steamed rice ,3
Soup (湯),3
Drinks &amp; Dessert,3
Dim Sum - Shanghai Xiaolong Bao,3
Dim Sum - Handmade Crêpe,3
China Queen Special Dim Sum,3
Small Rice,3
Gizzard,3
Additional Condiments,3
Clay Pots,3
Special Orders,3
Rice Vermicelli 米粉,3
A-Cha ,3
Noodle Soup 湯麵類,3
Happy Chinese Combo Plates,3
Pan Fried bun 水煎包,3
Ravioli 抄手,3
Kids Choice,3
Thai Dinner Salad,3
Chinese Dinner Appetizers,3
Health Choice,3
Whole Chicken Wings,3
"Side Order
",3
"Kid's Meal
",3
DRYPOT / MALA BITES,3
Mango 芒果,3
Combination Lunch,3
Super Fruit Tea,3
Mei Fun or Chow Fun,3
N3. Hot and Sour Soup,3
N1. Original Pork Bone Broth,3
Vegetable Dim Sum,3
Dried Seafood,3
Family Dinner Specials,3
Frozen Food ,3
Tex Mex Tacos,3
Fajitas,3
Comida Americana,3
Baby Ginger Dish (仔姜系列),3
Combo 特价套餐,3
Diet Entrees,3
Chow Mein and Lo mein,3
Kids Hibachi Meals,3
Panda Box,3
Noodle  Soup ,3
Bean Curd and Vegetables,3
All That and Dim Sum,3
Wonton Soup 云吞汤,3
Vermicelli Noodles Bowls,3
Hibachi Kids,3
To-fu ( Bean Curd),3
Hotpot (Tay cam),3
Vegetable Dishes 什菜,3
Noodle Soups 湯麵,3
Salads 沙拉,3
VEGETARIAN  MENU,3
Boiled Series (水煮系列)  Served with fried rice or steamed rice ,3
Steamed Coconut Dessert 椰皇系列,3
Desserts and Beverages (甜品/汽水/飲料),3
Vegetarian Rolls,3
Lomein and Fried Rice,3
Duck 鴨,3
Duck 鸭子类,3
Dimsum Specials,3
Pure Green,3
"Side Orders, Add-ons, and Drinks (饮料及其它)",3
Homemade Noodles with Gravy / 拌手工面或猫耳朵,3
TOM YUM NOODLE SOUP,3
Meal Deals,3
Bowl Sizes Information,3
Steamed Diet Dishes ,3
Chips,3
Chubby Pubbies 贪吃狗系列,3
Mei Fen,3
Baozi (please allow 30 minute preparation time),3
Rice Clay Pot,3
Teriyaki Chicken,3
Our Daily Rice,3
Dessert 點心,3
Desserts/ 甜品,3
Entrees (Veg),3
Egg Roll ,3
Katsu Bowl ,3
Family Special and Kids Plate,3
Rice Noodle Dish,3
Seafood Lover,3
Tofu Mains,3
Cornes,3
Tin Foil,3
Pork BBQ,3
Chicken Wing Special 特色雞翅,3
General Tso's Style,3
Mongolian Style,3
Combination Sushi Plates,3
Stir-Fried 小炒類,3
Spicy Girl Curry,3
Pick a Meal,3
Bi Bim Bap,3
Chaat Corner,3
Dinner Vegetable Combination Plate,3
Katsu and Tempura,3
New Special,3
Fish Combo,3
Teriyaki and Wok Combo,3
Sweet and Sour (with Pineapple),3
Small plates,3
Family Style Combination Dinners,3
Hand Made Balls/ 手打丸类,3
Dinner Combination Plates / Vegetables,3
Combination of Teriyaki,3
Teriyaki Side Orders,3
Thai and Singapore Signatures,3
Street Foods,3
Black Rice Combinations,3
Sushi Dinner Box,3
Lunch Special / Vegetables,3
Sushi Bento,3
Bowl (Japanese Express),3
Kids Items,3
Extra Items,3
Shrimp and Pork,3
Chow Mein (Vegetales),3
Dinners,3
Tempura Meal,3
Gobi Mongolian Bowl Selections,3
Combination‏ (Cuisine),3
CHOW MEIN,3
Traditonal Soup Base/麻辣鲜红汤锅,3
Chef Specialities (Thai),3
Senior Plates,3
Thai Curry Special,3
Hand Pull Beef Noodle Soup,3
Lunch Special Vegetables,3
Create Your Own ,3
Express Plates,3
Gluten Free Options,3
Boba,3
Chefs Special Rolls,3
Vegetable Stir Fry,3
"Kids Meal
",3
Healthy Mains,3
Beef (Spicy Cuisine),3
New Items!,3
Hot Pot Style,3
Happy Family Special,3
All Day Menu / Soups,3
Main ,3
Noodles Soup Bowls,3
Wok Star Loose Leaf Tea,3
Chow Mei Fun ,3
Yakisobas,3
SOFT DRINK,3
LAMB,3
Fish Dinner Special,3
Dumplings and Buns,3
Sweet and Sour(Qt),3
Vegetarian - Appetizers,3
Vegetables Dinner Specials,3
Lunch Menu / Beverages,3
American and Chinese Dish,3
Soups(Quart）,3
Dumpling Soups,3
Gluten Free Vegetables ,3
Sashimi Platter,3
Kid'S Menu,3
Create Your Plate,3
Tandoori &amp; Kebabs,3
Hot Thai Specialties (泰式菜),3
Beef (Noodles)‏‏,3
Pork (Noodles)‏,3
Shrimp (Noodles)‏,3
Pad See Ew,3
Thai Style Dishes Spicy Thai Cashew Nut,3
Vietnamese Rice Noodle Salad Bowls,3
Stir-fried Bean Thread Noodles (Stir-fried Saifun),3
Vietnamese - Appetizers,3
Hong Kong Style Noodle in Soup,3
Vegetable Sushi,3
South A,3
Noodle Soup Bowls,3
Child Plate Special,3
Mao Cai (Hot Pot: Included a side of Rice),3
Japanese Spicy Rolls and Crunch Spicy Rolls,3
Peking Duck (北京烤鸭),3
Salads (Ensaladas),3
Breakfast (Desayunos),3
Sauces &amp; Condiments,3
Vegetarian - Noodle Soup,3
Healthy and Diet Food,3
Cross Bridge Rice Noodles,3
Specialty 特色,3
Northeastern Chinese Dumplings 东北大馅儿水饺,3
Tempura (Crispy-Fried),3
Lunch Menu / Child's Plate,3
Lunch Menu / Vegetables Luncheon Specials,3
Lunch Menu / Pork,3
Cold Appetizers 冷盘,3
Pork 叉烧,3
Extra Rice,3
Spicy Cold Dish,3
Pineapple 菠萝,3
Brown Peking Sauce,3
Light Sauces,3
Come and Sea Me Sometime,3
Sizzling Platter ,3
Vegetables Dumplings,3
Beef Dumplings,3
Pork Dumplings,3
Hot Side Dishes,3
Non-alcoholic Drinks,3
Fresh Blended Smoothies,3
Signature Sandwiches,3
Specialty Rolls,3
Bahn Mi,3
Frozen Dumplings To Go,3
House Salads,3
Sizzling Clay Pot Rice Noodle Roll 啫啫粉,3
Soup 炖汤,3
Chicken (Noodles),3
Pork‏ (Cuisine)‏,3
Rice Bowl/盖饭类,3
Rice Bowl 蓋飯,3
Soup 湯品,3
Chinese Menu - Fried Rice,3
Stewarts,3
Beverage &amp; Dessert,3
Moo Shu 木须,3
Naruto（Cucumber Roll Without Rice),3
South East Asia,3
Boiled Dumpling,3
Hand pull thin noodles/手擀面,3
A La Carte Lo Mein,3
A La Carte Entree Beef,3
Cakes ,3
Side and Appetizers,3
Special Low Fat Cuisine 特价健康餐,3
Soup Dumplings 小笼包,3
Teriyaki (served on white rice with chow mein noodles),3
Seafood &amp; Chip,3
Joy Specials,3
Homemade Dessert 自制甜品,3
Chow Dun,3
Wings special ,3
dumplings (12.PC),3
Stir-Fry Vegetable 炒蔬菜 ,3
Yakisoba and Stir Fried,3
Cold Appetizer 凉拌菜,3
Small Side Orders,3
Regent's Combo For Two,3
Other Meats,3
Family Dinner 套餐,3
Grilled Cold Noodle 烤冷面,3
Starch &amp; Snacks,3
Broth,3
Sides and Soups,3
Regular Food Series 原味系列,3
Fried Rice Box,3
Tandoor Specialities,3
Noodles and Rice Lunch Special,3
Seafood Delight,3
Combination Dinners 單人套餐,3
Chicken and Duck 鸡肉鸭子,3
Pork Clay Pot Rice 猪肉煲仔饭,3
Chicken Clay Pot Rice 鸡肉煲仔饭,3
Fu Belly Pork Combos,3
Seltan and Vegetarian Entrees,3
Dishes Over Rice,3
Toasted Bun(肉夹馍）,3
​Soups,3
Bar Bites,3
Handmade Steamed Bao,3
Hot Dogs,3
Thai Curries,3
Magic Box,3
Dessert &amp; Beverages,3
Chinese Pasta,3
Childrens Plates,3
HotPot-Noodle and Rice,3
Side Order Lunch Special,3
Sizzling Pot,3
hibachi extras ,3
Other Drinks,3
Sides 小吃,3
House Wine,3
Dessert (點心),3
Sauteed Light and No Deep Fry,3
Lamb (牛肉),3
Make Your Own Combo,3
Vegetarian Choice,3
SAKE Bottle,3
Combo Entrées,3
Big Roll (Special Roll),3
"Vegetarian ""Meat""",3
Family Value Meals,3
Bambu Big Rolls,3
Family dinners,3
Fried Rice(炒饭）,3
Pork Entrées,3
Sweet and Pungent,3
Appetizer Combinations,3
Vegetarian(Lunch),3
Pork  ,3
Dressert,3
Lamb （Served with white rice）,3
Sides/Ala Carte,3
Mu Shu Dishes,3
Clay Pot Stew,3
Cheese Milk Foam,3
Dry Pot Series,3
Silver Dragon Family Dinners,3
Hot Pots (Thai Soups),3
Wok and Rice,3
Vegetables - Vegan,3
Cold Samplers - Vegan,3
风味特色(House Special ),3
铁锅类(Cast Iron Hot Pot ),3
Xi'an Traditional Noodles(西安特色面食）,3
Flat White Rice Noodles,3
Yellow Egg Noodles,3
Udon (Japanese Noodles Entrees),3
Hamburgers,3
Clay Pot Specials,3
Soup (营养汤羹),3
Extra Charges,3
Non-Veg Main Courses,3
Vegetarian(Dinner),3
Mooshi,3
SEAFOOD TERIYAKI,3
Dumplings with Spicy Sauce,3
Lunch - Side Order,3
Light Dishes with Sauce,3
Side Rice,3
Family Packs,3
Lunch Donburi,3
Teriyaki &amp; Wok Combo (served with rice),3
Roasted Food,3
Bun and Cake,3
Fry of the Day,3
Staff Appreciation,3
Housemade Green Mung Bean Noodles,3
Vietnamese Mains,3
To Go Drinks,3
Combo 综合餐,3
Soups 汤,3
Build Your Own Bowl,3
Curry Rice Box,3
Postre,3
Lao Sze Chuan Classic,3
Soda / Water / Juice,3
still hangry??? (Add-Ons),3
Sashimi Combinations,3
Dry Noodle 干拌面,3
Soup Lover,3
Main Entree 主菜,3
Special Combo 特价套餐,3
Clay Oven Rolls,3
Crape / JianBing GuoZi,3
Deep Fried Entrees,3
Lotus Style Steam Rice Series (荷葉蒸籠飯),3
Xi'an Paomo （泡馍）,3
Vermicelli Bowl,3
SIDES,3
Fast Food,3
A la Carte Vegetable Plates,3
Fried Rice	,3
All Extra Sharg,3
French Fries,3
Chilaquiles,3
Hong Kong Milk Tea,2
New Combo,2
Duck 鸭类,2
Rice Cake 年糕,2
Mexican Plates,2
Street Tacos y Tortas,2
Kids and Senior Plates,2
Family Party Meals,2
 A La Carte Pork Plates,2
